Path,Best known solution value
bischoff1995/BR3.txt_62,29236101
bischoff1995/BR3.txt_63,29143574
bischoff1995/BR3.txt_64,28812262
bischoff1995/BR3.txt_65,29404768
bischoff1995/BR3.txt_66,29190262
bischoff1995/BR3.txt_67,29245086
bischoff1995/BR3.txt_68,29204930
bischoff1995/BR3.txt_69,29005135
bischoff1995/BR3.txt_70,28732934
bischoff1995/BR3.txt_71,29179568
bischoff1995/BR3.txt_72,29141746
bischoff1995/BR3.txt_73,28815381
bischoff1995/BR3.txt_74,29121938
bischoff1995/BR3.txt_75,29180961
bischoff1995/BR3.txt_76,29185440
bischoff1995/BR3.txt_77,29364438
bischoff1995/BR3.txt_78,28955072
bischoff1995/BR3.txt_79,29306972
bischoff1995/BR3.txt_80,28974674
bischoff1995/BR3.txt_81,29118120
bischoff1995/BR3.txt_82,29173625
bischoff1995/BR3.txt_83,29065484
bischoff1995/BR3.txt_84,28719132
bischoff1995/BR3.txt_85,29312389
bischoff1995/BR3.txt_86,29155081
bischoff1995/BR3.txt_87,29220660
bischoff1995/BR3.txt_88,29068886
bischoff1995/BR3.txt_89,28449370
bischoff1995/BR3.txt_90,28871685
bischoff1995/BR3.txt_91,29250304
bischoff1995/BR3.txt_92,28964896
bischoff1995/BR3.txt_93,28769113
bischoff1995/BR3.txt_94,29321859
bischoff1995/BR3.txt_95,29340120
bischoff1995/BR3.txt_96,29389678
bischoff1995/BR3.txt_97,29132796
bischoff1995/BR3.txt_98,29301419
bischoff1995/BR3.txt_99,29283710
bischoff1995/BR3.txt_100,29160810
bischoff1995/BR4.txt_1,28958210
bischoff1995/BR4.txt_2,29083306
bischoff1995/BR4.txt_3,29011152
bischoff1995/BR4.txt_4,29259574
bischoff1995/BR4.txt_5,29170221
bischoff1995/BR4.txt_6,29050176
bischoff1995/BR4.txt_7,29142696
bischoff1995/BR4.txt_8,28935331
bischoff1995/BR4.txt_9,29058523
bischoff1995/BR4.txt_10,29081988
bischoff1995/BR4.txt_11,28834595
bischoff1995/BR4.txt_12,28890078
bischoff1995/BR4.txt_13,29274281
bischoff1995/BR4.txt_14,29248120
bischoff1995/BR4.txt_15,29193622
bischoff1995/BR4.txt_16,29166553
bischoff1995/BR4.txt_17,28668213
bischoff1995/BR4.txt_18,28734190
bischoff1995/BR4.txt_19,29274833
bischoff1995/BR4.txt_20,29152468
bischoff1995/BR4.txt_21,28853812
bischoff1995/BR4.txt_22,29062396
bischoff1995/BR4.txt_23,29039927
bischoff1995/BR4.txt_24,28846935
bischoff1995/BR4.txt_25,28998078
bischoff1995/BR4.txt_26,29187444
bischoff1995/BR4.txt_27,29164108
bischoff1995/BR4.txt_28,29219857
bischoff1995/BR4.txt_29,29077596
bischoff1995/BR4.txt_30,29135617
bischoff1995/BR4.txt_31,29061292
bischoff1995/BR4.txt_32,29174962
bischoff1995/BR4.txt_33,29207520
bischoff1995/BR4.txt_34,29110138
bischoff1995/BR4.txt_35,29026668
bischoff1995/BR4.txt_36,29306417
bischoff1995/BR4.txt_37,29160756
bischoff1995/BR4.txt_38,28875364
bischoff1995/BR4.txt_39,29365173
bischoff1995/BR4.txt_40,29053156
bischoff1995/BR4.txt_41,28949088
bischoff1995/BR4.txt_42,29042128
bischoff1995/BR4.txt_43,28940638
bischoff1995/BR4.txt_44,28681787
bischoff1995/BR4.txt_45,29114223
bischoff1995/BR4.txt_46,29036411
bischoff1995/BR4.txt_47,29055248
bischoff1995/BR4.txt_48,29082373
bischoff1995/BR4.txt_49,29023795
bischoff1995/BR4.txt_50,29251386
bischoff1995/BR4.txt_51,29269536
bischoff1995/BR4.txt_52,28946896
bischoff1995/BR4.txt_53,29105962
bischoff1995/BR4.txt_54,29045285
bischoff1995/BR4.txt_55,29056440
bischoff1995/BR4.txt_56,29428150
bischoff1995/BR4.txt_57,29137133
bischoff1995/BR4.txt_58,28883876
bischoff1995/BR4.txt_59,29406111
bischoff1995/BR4.txt_60,29081473
bischoff1995/BR4.txt_61,29344530
bischoff1995/BR4.txt_62,29120235
bischoff1995/BR4.txt_63,29164856
bischoff1995/BR4.txt_64,28847270
bischoff1995/BR4.txt_65,29397460
bischoff1995/BR4.txt_66,29300769
bischoff1995/BR4.txt_67,29190996
bischoff1995/BR4.txt_68,29059200
bischoff1995/BR4.txt_69,29105988
bischoff1995/BR4.txt_70,29027993
bischoff1995/BR4.txt_71,29233154
bischoff1995/BR4.txt_72,28952785
bischoff1995/BR4.txt_73,28921890
bischoff1995/BR4.txt_74,28558098
bischoff1995/BR4.txt_75,29245311
bischoff1995/BR4.txt_76,29092400
bischoff1995/BR4.txt_77,29209242
bischoff1995/BR4.txt_78,29020190
bischoff1995/BR4.txt_79,29450258
bischoff1995/BR4.txt_80,28904484
bischoff1995/BR4.txt_81,29109528
bischoff1995/BR4.txt_82,29136528
bischoff1995/BR4.txt_83,29257281
bischoff1995/BR4.txt_84,28886418
bischoff1995/BR4.txt_85,29360421
bischoff1995/BR4.txt_86,29191604
bischoff1995/BR4.txt_87,29233744
bischoff1995/BR4.txt_88,29104482
bischoff1995/BR4.txt_89,28740052
bischoff1995/BR4.txt_90,28861437
bischoff1995/BR4.txt_91,29110865
bischoff1995/BR4.txt_92,28803293
bischoff1995/BR4.txt_93,28755243
bischoff1995/BR4.txt_94,29347368
bischoff1995/BR4.txt_95,28909065
bischoff1995/BR4.txt_96,29231464
bischoff1995/BR4.txt_97,28882557
bischoff1995/BR4.txt_98,29229454
bischoff1995/BR4.txt_99,29284661
bischoff1995/BR4.txt_100,29241760
bischoff1995/BR5.txt_1,28897652
bischoff1995/BR5.txt_2,29109506
bischoff1995/BR5.txt_3,28933097
bischoff1995/BR5.txt_4,29198200
bischoff1995/BR5.txt_5,29095327
bischoff1995/BR5.txt_6,29181750
bischoff1995/BR5.txt_7,29148044
bischoff1995/BR5.txt_8,28823136
bischoff1995/BR5.txt_9,29095795
bischoff1995/BR5.txt_10,29013396
bischoff1995/BR5.txt_11,29129199
bischoff1995/BR5.txt_12,28826482
bischoff1995/BR5.txt_13,29186532
bischoff1995/BR5.txt_14,29207250
bischoff1995/BR5.txt_15,29135203
bischoff1995/BR5.txt_16,29049756
bischoff1995/BR5.txt_17,29075332
bischoff1995/BR5.txt_18,28806500
bischoff1995/BR5.txt_19,29252487
bischoff1995/BR5.txt_20,29107814
bischoff1995/BR5.txt_21,29034040
bischoff1995/BR5.txt_22,29275991
bischoff1995/BR5.txt_23,29092053
bischoff1995/BR5.txt_24,28818727
bischoff1995/BR5.txt_25,28924359
bischoff1995/BR5.txt_26,29197735
bischoff1995/BR5.txt_27,28978873
bischoff1995/BR5.txt_28,29334034
bischoff1995/BR5.txt_29,29054746
bischoff1995/BR5.txt_30,29226727
bischoff1995/BR5.txt_31,29077154
bischoff1995/BR5.txt_32,29139338
bischoff1995/BR5.txt_33,29233167
bischoff1995/BR5.txt_34,28936240
bischoff1995/BR5.txt_35,29090862
bischoff1995/BR5.txt_36,29160608
bischoff1995/BR5.txt_37,29089783
bischoff1995/BR5.txt_38,28761888
bischoff1995/BR5.txt_39,29324557
bischoff1995/BR5.txt_40,28863204
bischoff1995/BR5.txt_41,29112602
bischoff1995/BR5.txt_42,29217004
bischoff1995/BR5.txt_43,28984984
bischoff1995/BR5.txt_44,29056685
bischoff1995/BR5.txt_45,29112673
bischoff1995/BR5.txt_46,29141649
bischoff1995/BR5.txt_47,28971962
bischoff1995/BR5.txt_48,28984762
bischoff1995/BR5.txt_49,28966459
bischoff1995/BR5.txt_50,29251728
bischoff1995/BR5.txt_51,29207745
bischoff1995/BR5.txt_52,29207866
bischoff1995/BR5.txt_53,28987422
bischoff1995/BR5.txt_54,29186549
bischoff1995/BR5.txt_55,29065628
bischoff1995/BR5.txt_56,29342944
bischoff1995/BR5.txt_57,28979068
bischoff1995/BR5.txt_58,28983242
bischoff1995/BR5.txt_59,29340007
bischoff1995/BR5.txt_60,28992262
bischoff1995/BR5.txt_61,29240756
bischoff1995/BR5.txt_62,29065239
bischoff1995/BR5.txt_63,28910700
bischoff1995/BR5.txt_64,28947858
bischoff1995/BR5.txt_65,29357378
bischoff1995/BR5.txt_66,29075583
bischoff1995/BR5.txt_67,29036578
bischoff1995/BR5.txt_68,28864742
bischoff1995/BR5.txt_69,28872255
bischoff1995/BR5.txt_70,28964900
bischoff1995/BR5.txt_71,29197814
bischoff1995/BR5.txt_72,29181464
bischoff1995/BR5.txt_73,28827192
bischoff1995/BR5.txt_74,28887350
bischoff1995/BR5.txt_75,28962310
bischoff1995/BR5.txt_76,29086180
bischoff1995/BR5.txt_77,29238126
bischoff1995/BR5.txt_78,29057100
bischoff1995/BR5.txt_79,29190868
bischoff1995/BR5.txt_80,28904425
bischoff1995/BR5.txt_81,29063898
bischoff1995/BR5.txt_82,29178894
bischoff1995/BR5.txt_83,29070732
bischoff1995/BR5.txt_84,28957576
bischoff1995/BR5.txt_85,29312249
bischoff1995/BR5.txt_86,29245624
bischoff1995/BR5.txt_87,28991920
bischoff1995/BR5.txt_88,29091169
bischoff1995/BR5.txt_89,28972430
bischoff1995/BR5.txt_90,28895159
bischoff1995/BR5.txt_91,29108984
bischoff1995/BR5.txt_92,29031691
bischoff1995/BR5.txt_93,28902137
bischoff1995/BR5.txt_94,29320768
bischoff1995/BR5.txt_95,28913975
bischoff1995/BR5.txt_96,29322868
bischoff1995/BR5.txt_97,29036677
bischoff1995/BR5.txt_98,29238849
bischoff1995/BR5.txt_99,29173109
bischoff1995/BR5.txt_100,29170142
bischoff1995/BR6.txt_1,29012169
bischoff1995/BR6.txt_2,29079388
bischoff1995/BR6.txt_3,28956360
bischoff1995/BR6.txt_4,29126017
bischoff1995/BR6.txt_5,29184379
bischoff1995/BR6.txt_6,29028526
bischoff1995/BR6.txt_7,28886429
bischoff1995/BR6.txt_8,28895461
bischoff1995/BR6.txt_9,29068125
bischoff1995/BR6.txt_10,28985090
bischoff1995/BR6.txt_11,29057742
bischoff1995/BR6.txt_12,28975439
bischoff1995/BR6.txt_13,29186508
bischoff1995/BR6.txt_14,29271351
bischoff1995/BR6.txt_15,29095697
bischoff1995/BR6.txt_16,29034730
bischoff1995/BR6.txt_17,29116246
bischoff1995/BR6.txt_18,28653066
bischoff1995/BR6.txt_19,29306590
bischoff1995/BR6.txt_20,29191789
bischoff1995/BR6.txt_21,28898771
bischoff1995/BR6.txt_22,29114514
bischoff1995/BR6.txt_23,28837869
bischoff1995/BR6.txt_24,28657462
bischoff1995/BR6.txt_25,29003897
bischoff1995/BR6.txt_26,29091920
bischoff1995/BR6.txt_27,29089346
bischoff1995/BR6.txt_28,29123478
bischoff1995/BR6.txt_29,29138500
bischoff1995/BR6.txt_30,29196053
bischoff1995/BR6.txt_31,29025133
bischoff1995/BR6.txt_32,29124277
bischoff1995/BR6.txt_33,29147174
bischoff1995/BR6.txt_34,28807958
bischoff1995/BR6.txt_35,29080922
bischoff1995/BR6.txt_36,29007310
bischoff1995/BR6.txt_37,29031621
bischoff1995/BR6.txt_38,29024026
bischoff1995/BR6.txt_39,29324549
bischoff1995/BR6.txt_40,28836221
bischoff1995/BR6.txt_41,28962806
bischoff1995/BR6.txt_42,28936731
bischoff1995/BR6.txt_43,28840592
bischoff1995/BR6.txt_44,28945045
bischoff1995/BR6.txt_45,29121457
bischoff1995/BR6.txt_46,28940510
bischoff1995/BR6.txt_47,29054788
bischoff1995/BR6.txt_48,29050136
bischoff1995/BR6.txt_49,29114551
bischoff1995/BR6.txt_50,29151887
bischoff1995/BR6.txt_51,29266384
bischoff1995/BR6.txt_52,28925260
bischoff1995/BR6.txt_53,29078600
bischoff1995/BR6.txt_54,28995143
bischoff1995/BR6.txt_55,29082819
bischoff1995/BR6.txt_56,29076626
bischoff1995/BR6.txt_57,29213319
bischoff1995/BR6.txt_58,29158022
bischoff1995/BR6.txt_59,29162727
bischoff1995/BR6.txt_60,28853430
bischoff1995/BR6.txt_61,29141551
bischoff1995/BR6.txt_62,28993476
bischoff1995/BR6.txt_63,29075456
bischoff1995/BR6.txt_64,28713334
bischoff1995/BR6.txt_65,29402430
bischoff1995/BR6.txt_66,29149734
bischoff1995/BR6.txt_67,29174597
bischoff1995/BR6.txt_68,29025114
bischoff1995/BR6.txt_69,28937966
bischoff1995/BR6.txt_70,28866014
bischoff1995/BR6.txt_71,29142306
bischoff1995/BR6.txt_72,28997551
bischoff1995/BR6.txt_73,28944009
bischoff1995/BR6.txt_74,28749688
bischoff1995/BR6.txt_75,29240406
bischoff1995/BR6.txt_76,29052644
bischoff1995/BR6.txt_77,29060413
bischoff1995/BR6.txt_78,29160808
bischoff1995/BR6.txt_79,29177440
bischoff1995/BR6.txt_80,29002550
bischoff1995/BR6.txt_81,29090658
bischoff1995/BR6.txt_82,29025302
bischoff1995/BR6.txt_83,29211182
bischoff1995/BR6.txt_84,29003422
bischoff1995/BR6.txt_85,29154430
bischoff1995/BR6.txt_86,28994584
bischoff1995/BR6.txt_87,29230186
bischoff1995/BR6.txt_88,29054870
bischoff1995/BR6.txt_89,29052314
bischoff1995/BR6.txt_90,28943796
bischoff1995/BR6.txt_91,29051428
bischoff1995/BR6.txt_92,29085288
bischoff1995/BR6.txt_93,29085455
bischoff1995/BR6.txt_94,29270507
bischoff1995/BR6.txt_95,29120660
bischoff1995/BR6.txt_96,29171374
bischoff1995/BR6.txt_97,29122990
bischoff1995/BR6.txt_98,29120459
bischoff1995/BR6.txt_99,28889963
bischoff1995/BR6.txt_100,29093531
bischoff1995/BR7.txt_1,29059898
bischoff1995/BR7.txt_2,28894412
bischoff1995/BR7.txt_3,28908331
bischoff1995/BR7.txt_4,29166409
bischoff1995/BR7.txt_5,28966285
bischoff1995/BR7.txt_6,29030292
bischoff1995/BR7.txt_7,29026799
bischoff1995/BR7.txt_8,28938618
bischoff1995/BR7.txt_9,29068542
bischoff1995/BR7.txt_10,29100616
bischoff1995/BR7.txt_11,29052099
bischoff1995/BR7.txt_12,29031739
bischoff1995/BR7.txt_13,29065433
bischoff1995/BR7.txt_14,29125072
bischoff1995/BR7.txt_15,29060152
bischoff1995/BR7.txt_16,28966491
bischoff1995/BR7.txt_17,29003515
bischoff1995/BR7.txt_18,28934682
bischoff1995/BR7.txt_19,28994157
bischoff1995/BR7.txt_20,29098288
bischoff1995/BR7.txt_21,28891216
bischoff1995/BR7.txt_22,28964616
bischoff1995/BR7.txt_23,29042850
bischoff1995/BR7.txt_24,28876173
bischoff1995/BR7.txt_25,28890159
bischoff1995/BR7.txt_26,28901471
bischoff1995/BR7.txt_27,29089273
bischoff1995/BR7.txt_28,28988566
bischoff1995/BR7.txt_29,29091505
bischoff1995/BR7.txt_30,29185617
bischoff1995/BR7.txt_31,29035683
bischoff1995/BR7.txt_32,29006912
bischoff1995/BR7.txt_33,29149120
bischoff1995/BR7.txt_34,28920168
bischoff1995/BR7.txt_35,29086424
bischoff1995/BR7.txt_36,29034268
bischoff1995/BR7.txt_37,28860770
bischoff1995/BR7.txt_38,28950050
bischoff1995/BR7.txt_39,29080127
bischoff1995/BR7.txt_40,28989459
bischoff1995/BR7.txt_41,29085628
bischoff1995/BR7.txt_42,29009470
bischoff1995/BR7.txt_43,28908304
bischoff1995/BR7.txt_44,29080581
bischoff1995/BR7.txt_45,28864594
bischoff1995/BR7.txt_46,28846098
bischoff1995/BR7.txt_47,29082886
bischoff1995/BR7.txt_48,29032876
bischoff1995/BR7.txt_49,28874633
bischoff1995/BR7.txt_50,29055617
bischoff1995/BR7.txt_51,29114638
bischoff1995/BR7.txt_52,28925859
bischoff1995/BR7.txt_53,29034246
bischoff1995/BR7.txt_54,29036614
bischoff1995/BR7.txt_55,29064291
bischoff1995/BR7.txt_56,29022563
bischoff1995/BR7.txt_57,29165383
bischoff1995/BR7.txt_58,28964206
bischoff1995/BR7.txt_59,29078106
bischoff1995/BR7.txt_60,28980695
bischoff1995/BR7.txt_61,28828575
bischoff1995/BR7.txt_62,28916594
bischoff1995/BR7.txt_63,28927510
bischoff1995/BR7.txt_64,28693388
bischoff1995/BR7.txt_65,29303726
bischoff1995/BR7.txt_66,29124252
bischoff1995/BR7.txt_67,29124987
bischoff1995/BR7.txt_68,29001187
bischoff1995/BR7.txt_69,29035554
bischoff1995/BR7.txt_70,28784145
bischoff1995/BR7.txt_71,29013212
bischoff1995/BR7.txt_72,28914951
bischoff1995/BR7.txt_73,28979247
bischoff1995/BR7.txt_74,28804400
bischoff1995/BR7.txt_75,29027097
bischoff1995/BR7.txt_76,28912499
bischoff1995/BR7.txt_77,29105501
bischoff1995/BR7.txt_78,29126748
bischoff1995/BR7.txt_79,28977144
bischoff1995/BR7.txt_80,28989194
bischoff1995/BR7.txt_81,28841122
bischoff1995/BR7.txt_82,29003509
bischoff1995/BR7.txt_83,29024070
bischoff1995/BR7.txt_84,29044091
bischoff1995/BR7.txt_85,29021372
bischoff1995/BR7.txt_86,29080664
bischoff1995/BR7.txt_87,29108458
bischoff1995/BR7.txt_88,28985911
bischoff1995/BR7.txt_89,28888056
bischoff1995/BR7.txt_90,28802310
bischoff1995/BR7.txt_91,28985888
bischoff1995/BR7.txt_92,29117861
bischoff1995/BR7.txt_93,28879728
bischoff1995/BR7.txt_94,29143576
bischoff1995/BR7.txt_95,28860888
bischoff1995/BR7.txt_96,28984907
bischoff1995/BR7.txt_97,28833704
bischoff1995/BR7.txt_98,29207042
bischoff1995/BR7.txt_99,29166500
