Path,Best known solution value
berkey1987/Class_03.2bp_40_3,11
berkey1987/Class_03.2bp_40_4,10
berkey1987/Class_03.2bp_40_5,12
berkey1987/Class_03.2bp_40_6,10
berkey1987/Class_03.2bp_40_7,8
berkey1987/Class_03.2bp_40_8,13
berkey1987/Class_03.2bp_40_9,7
berkey1987/Class_03.2bp_40_10,7
berkey1987/Class_03.2bp_60_1,16
berkey1987/Class_03.2bp_60_2,12
berkey1987/Class_03.2bp_60_3,13
berkey1987/Class_03.2bp_60_4,14
berkey1987/Class_03.2bp_60_5,12
berkey1987/Class_03.2bp_60_6,12
berkey1987/Class_03.2bp_60_7,11
berkey1987/Class_03.2bp_60_8,14
berkey1987/Class_03.2bp_60_9,13
berkey1987/Class_03.2bp_60_10,17
berkey1987/Class_03.2bp_80_1,16
berkey1987/Class_03.2bp_80_2,17
berkey1987/Class_03.2bp_80_3,17
berkey1987/Class_03.2bp_80_4,18
berkey1987/Class_03.2bp_80_5,16
berkey1987/Class_03.2bp_80_6,19
berkey1987/Class_03.2bp_80_7,19
berkey1987/Class_03.2bp_80_8,21
berkey1987/Class_03.2bp_80_9,21
berkey1987/Class_03.2bp_80_10,18
berkey1987/Class_03.2bp_100_1,19
berkey1987/Class_03.2bp_100_2,22
berkey1987/Class_03.2bp_100_3,19
berkey1987/Class_03.2bp_100_4,20
berkey1987/Class_03.2bp_100_5,21
berkey1987/Class_03.2bp_100_6,26
berkey1987/Class_03.2bp_100_7,20
berkey1987/Class_03.2bp_100_8,22
berkey1987/Class_03.2bp_100_9,22
berkey1987/Class_03.2bp_100_10,29
berkey1987/Class_04.2bp_20_1,1
berkey1987/Class_04.2bp_20_2,1
berkey1987/Class_04.2bp_20_3,1
berkey1987/Class_04.2bp_20_4,1
berkey1987/Class_04.2bp_20_5,1
berkey1987/Class_04.2bp_20_6,1
berkey1987/Class_04.2bp_20_7,1
berkey1987/Class_04.2bp_20_8,1
berkey1987/Class_04.2bp_20_9,1
berkey1987/Class_04.2bp_20_10,1
berkey1987/Class_04.2bp_40_1,1
berkey1987/Class_04.2bp_40_2,2
berkey1987/Class_04.2bp_40_3,2
berkey1987/Class_04.2bp_40_4,2
berkey1987/Class_04.2bp_40_5,2
berkey1987/Class_04.2bp_40_6,2
berkey1987/Class_04.2bp_40_7,2
berkey1987/Class_04.2bp_40_8,2
berkey1987/Class_04.2bp_40_9,2
berkey1987/Class_04.2bp_40_10,2
berkey1987/Class_04.2bp_60_1,3
berkey1987/Class_04.2bp_60_2,2
berkey1987/Class_04.2bp_60_3,2
berkey1987/Class_04.2bp_60_4,2
berkey1987/Class_04.2bp_60_5,2
berkey1987/Class_04.2bp_60_6,2
berkey1987/Class_04.2bp_60_7,2
berkey1987/Class_04.2bp_60_8,3
berkey1987/Class_04.2bp_60_9,2
berkey1987/Class_04.2bp_60_10,3
berkey1987/Class_04.2bp_80_1,3
berkey1987/Class_04.2bp_80_2,3
berkey1987/Class_04.2bp_80_3,3
berkey1987/Class_04.2bp_80_4,3
berkey1987/Class_04.2bp_80_5,3
berkey1987/Class_04.2bp_80_6,3
berkey1987/Class_04.2bp_80_7,3
berkey1987/Class_04.2bp_80_8,3
berkey1987/Class_04.2bp_80_9,3
berkey1987/Class_04.2bp_80_10,3
berkey1987/Class_04.2bp_100_1,3
berkey1987/Class_04.2bp_100_2,4
berkey1987/Class_04.2bp_100_3,3
berkey1987/Class_04.2bp_100_4,4
berkey1987/Class_04.2bp_100_5,4
berkey1987/Class_04.2bp_100_6,4
berkey1987/Class_04.2bp_100_7,3
berkey1987/Class_04.2bp_100_8,4
berkey1987/Class_04.2bp_100_9,4
berkey1987/Class_04.2bp_100_10,4
berkey1987/Class_05.2bp_20_1,7
berkey1987/Class_05.2bp_20_2,4
berkey1987/Class_05.2bp_20_3,7
berkey1987/Class_05.2bp_20_4,5
berkey1987/Class_05.2bp_20_5,5
berkey1987/Class_05.2bp_20_6,8
berkey1987/Class_05.2bp_20_7,5
berkey1987/Class_05.2bp_20_8,5
berkey1987/Class_05.2bp_20_9,6
berkey1987/Class_05.2bp_20_10,7
berkey1987/Class_05.2bp_40_1,8
berkey1987/Class_05.2bp_40_2,10
berkey1987/Class_05.2bp_40_3,14
berkey1987/Class_05.2bp_40_4,12
berkey1987/Class_05.2bp_40_5,13
berkey1987/Class_05.2bp_40_6,12
berkey1987/Class_05.2bp_40_7,10
berkey1987/Class_05.2bp_40_8,16
berkey1987/Class_05.2bp_40_9,9
berkey1987/Class_05.2bp_40_10,10
berkey1987/Class_05.2bp_60_1,20
berkey1987/Class_05.2bp_60_2,16
berkey1987/Class_05.2bp_60_3,17
berkey1987/Class_05.2bp_60_4,19
berkey1987/Class_05.2bp_60_5,15
berkey1987/Class_05.2bp_60_6,15
berkey1987/Class_05.2bp_60_7,13
berkey1987/Class_05.2bp_60_8,18
berkey1987/Class_05.2bp_60_9,16
berkey1987/Class_05.2bp_60_10,23
berkey1987/Class_05.2bp_80_1,22
berkey1987/Class_05.2bp_80_2,22
berkey1987/Class_05.2bp_80_3,24
berkey1987/Class_05.2bp_80_4,23
berkey1987/Class_05.2bp_80_5,22
berkey1987/Class_05.2bp_80_6,25
berkey1987/Class_05.2bp_80_7,26
berkey1987/Class_05.2bp_80_8,26
berkey1987/Class_05.2bp_80_9,26
berkey1987/Class_05.2bp_80_10,22
berkey1987/Class_05.2bp_100_1,24
berkey1987/Class_05.2bp_100_2,28
berkey1987/Class_05.2bp_100_3,23
berkey1987/Class_05.2bp_100_4,26
berkey1987/Class_05.2bp_100_5,27
berkey1987/Class_05.2bp_100_6,33
berkey1987/Class_05.2bp_100_7,25
berkey1987/Class_05.2bp_100_8,29
berkey1987/Class_05.2bp_100_9,26
berkey1987/Class_05.2bp_100_10,35
berkey1987/Class_06.2bp_20_1,1
berkey1987/Class_06.2bp_20_2,1
berkey1987/Class_06.2bp_20_3,1
berkey1987/Class_06.2bp_20_4,1
berkey1987/Class_06.2bp_20_5,1
berkey1987/Class_06.2bp_20_6,1
berkey1987/Class_06.2bp_20_7,1
berkey1987/Class_06.2bp_20_8,1
berkey1987/Class_06.2bp_20_9,1
berkey1987/Class_06.2bp_20_10,1
berkey1987/Class_06.2bp_40_1,1
berkey1987/Class_06.2bp_40_2,2
berkey1987/Class_06.2bp_40_3,2
berkey1987/Class_06.2bp_40_4,2
berkey1987/Class_06.2bp_40_5,2
berkey1987/Class_06.2bp_40_6,1
berkey1987/Class_06.2bp_40_7,2
berkey1987/Class_06.2bp_40_8,2
berkey1987/Class_06.2bp_40_9,1
berkey1987/Class_06.2bp_40_10,1
berkey1987/Class_06.2bp_60_1,2
berkey1987/Class_06.2bp_60_2,2
berkey1987/Class_06.2bp_60_3,2
berkey1987/Class_06.2bp_60_4,2
berkey1987/Class_06.2bp_60_5,2
berkey1987/Class_06.2bp_60_6,2
berkey1987/Class_06.2bp_60_7,2
berkey1987/Class_06.2bp_60_8,2
berkey1987/Class_06.2bp_60_9,2
berkey1987/Class_06.2bp_60_10,3
berkey1987/Class_06.2bp_80_1,3
berkey1987/Class_06.2bp_80_2,3
berkey1987/Class_06.2bp_80_3,3
berkey1987/Class_06.2bp_80_4,3
berkey1987/Class_06.2bp_80_5,3
berkey1987/Class_06.2bp_80_6,3
berkey1987/Class_06.2bp_80_7,3
berkey1987/Class_06.2bp_80_8,3
berkey1987/Class_06.2bp_80_9,3
berkey1987/Class_06.2bp_80_10,3
berkey1987/Class_06.2bp_100_1,3
berkey1987/Class_06.2bp_100_2,3
berkey1987/Class_06.2bp_100_3,3
berkey1987/Class_06.2bp_100_4,3
berkey1987/Class_06.2bp_100_5,3
berkey1987/Class_06.2bp_100_6,4
berkey1987/Class_06.2bp_100_7,3
berkey1987/Class_06.2bp_100_8,3
berkey1987/Class_06.2bp_100_9,3
berkey1987/Class_06.2bp_100_10,4
martello1998/Class_07.2bp_20_1,5
martello1998/Class_07.2bp_20_2,5
martello1998/Class_07.2bp_20_3,5
martello1998/Class_07.2bp_20_4,6
martello1998/Class_07.2bp_20_5,6
martello1998/Class_07.2bp_20_6,5
martello1998/Class_07.2bp_20_7,4
martello1998/Class_07.2bp_20_8,6
martello1998/Class_07.2bp_20_9,6
martello1998/Class_07.2bp_20_10,4
martello1998/Class_07.2bp_40_1,9
martello1998/Class_07.2bp_40_2,11
martello1998/Class_07.2bp_40_3,9
martello1998/Class_07.2bp_40_4,12
martello1998/Class_07.2bp_40_5,9
martello1998/Class_07.2bp_40_6,11
martello1998/Class_07.2bp_40_7,10
martello1998/Class_07.2bp_40_8,11
martello1998/Class_07.2bp_40_9,8
martello1998/Class_07.2bp_40_10,11
martello1998/Class_07.2bp_60_1,16
martello1998/Class_07.2bp_60_2,13
martello1998/Class_07.2bp_60_3,15
martello1998/Class_07.2bp_60_4,14
martello1998/Class_07.2bp_60_5,13
martello1998/Class_07.2bp_60_6,13
martello1998/Class_07.2bp_60_7,13
martello1998/Class_07.2bp_60_8,16
martello1998/Class_07.2bp_60_9,14
martello1998/Class_07.2bp_60_10,18
martello1998/Class_07.2bp_80_1,19
martello1998/Class_07.2bp_80_2,23
martello1998/Class_07.2bp_80_3,19
martello1998/Class_07.2bp_80_4,20
martello1998/Class_07.2bp_80_5,21
martello1998/Class_07.2bp_80_6,20
martello1998/Class_07.2bp_80_7,22
martello1998/Class_07.2bp_80_8,20
martello1998/Class_07.2bp_80_9,21
martello1998/Class_07.2bp_80_10,22
martello1998/Class_07.2bp_100_1,25
martello1998/Class_07.2bp_100_2,24
martello1998/Class_07.2bp_100_3,22
martello1998/Class_07.2bp_100_4,24
martello1998/Class_07.2bp_100_5,22
martello1998/Class_07.2bp_100_6,26
martello1998/Class_07.2bp_100_7,24
martello1998/Class_07.2bp_100_8,26
martello1998/Class_07.2bp_100_9,24
martello1998/Class_07.2bp_100_10,30
martello1998/Class_08.2bp_20_1,6
martello1998/Class_08.2bp_20_2,6
martello1998/Class_08.2bp_20_3,5
martello1998/Class_08.2bp_20_4,6
martello1998/Class_08.2bp_20_5,5
martello1998/Class_08.2bp_20_6,6
martello1998/Class_08.2bp_20_7,4
martello1998/Class_08.2bp_20_8,5
martello1998/Class_08.2bp_20_9,6
martello1998/Class_08.2bp_20_10,4
martello1998/Class_08.2bp_40_1,11
martello1998/Class_08.2bp_40_2,12
martello1998/Class_08.2bp_40_3,10
martello1998/Class_08.2bp_40_4,11
martello1998/Class_08.2bp_40_5,8
martello1998/Class_08.2bp_40_6,11
martello1998/Class_08.2bp_40_7,10
martello1998/Class_08.2bp_40_8,10
martello1998/Class_08.2bp_40_9,8
martello1998/Class_08.2bp_40_10,12
martello1998/Class_08.2bp_60_1,16
martello1998/Class_08.2bp_60_2,15
martello1998/Class_08.2bp_60_3,15
martello1998/Class_08.2bp_60_4,13
martello1998/Class_08.2bp_60_5,13
martello1998/Class_08.2bp_60_6,14
martello1998/Class_08.2bp_60_7,13
martello1998/Class_08.2bp_60_8,16
martello1998/Class_08.2bp_60_9,15
martello1998/Class_08.2bp_60_10,16
martello1998/Class_08.2bp_80_1,19
martello1998/Class_08.2bp_80_2,21
martello1998/Class_08.2bp_80_3,18
martello1998/Class_08.2bp_80_4,18
martello1998/Class_08.2bp_80_5,24
martello1998/Class_08.2bp_80_6,20
martello1998/Class_08.2bp_80_7,20
martello1998/Class_08.2bp_80_8,21
martello1998/Class_08.2bp_80_9,20
martello1998/Class_08.2bp_80_10,22
martello1998/Class_08.2bp_100_1,24
martello1998/Class_08.2bp_100_2,24
martello1998/Class_08.2bp_100_3,22
martello1998/Class_08.2bp_100_4,28
martello1998/Class_08.2bp_100_5,26
martello1998/Class_08.2bp_100_6,24
martello1998/Class_08.2bp_100_7,24
martello1998/Class_08.2bp_100_8,26
martello1998/Class_08.2bp_100_9,25
martello1998/Class_08.2bp_100_10,29
martello1998/Class_09.2bp_20_1,19
martello1998/Class_09.2bp_20_2,13
martello1998/Class_09.2bp_20_3,14
martello1998/Class_09.2bp_20_4,16
martello1998/Class_09.2bp_20_5,16
martello1998/Class_09.2bp_20_6,14
martello1998/Class_09.2bp_20_7,9
martello1998/Class_09.2bp_20_8,14
martello1998/Class_09.2bp_20_9,15
martello1998/Class_09.2bp_20_10,13
martello1998/Class_09.2bp_40_1,24
martello1998/Class_09.2bp_40_2,32
martello1998/Class_09.2bp_40_3,28
martello1998/Class_09.2bp_40_4,31
martello1998/Class_09.2bp_40_5,27
martello1998/Class_09.2bp_40_6,29
martello1998/Class_09.2bp_40_7,24
martello1998/Class_09.2bp_40_8,26
martello1998/Class_09.2bp_40_9,21
martello1998/Class_09.2bp_40_10,33
martello1998/Class_09.2bp_60_1,46
martello1998/Class_09.2bp_60_2,44
martello1998/Class_09.2bp_60_3,46
martello1998/Class_09.2bp_60_4,44
martello1998/Class_09.2bp_60_5,41
martello1998/Class_09.2bp_60_6,37
martello1998/Class_09.2bp_60_7,40
martello1998/Class_09.2bp_60_8,47
martello1998/Class_09.2bp_60_9,45
martello1998/Class_09.2bp_60_10,45
martello1998/Class_09.2bp_80_1,58
martello1998/Class_09.2bp_80_2,57
martello1998/Class_09.2bp_80_3,57
martello1998/Class_09.2bp_80_4,52
martello1998/Class_09.2bp_80_5,61
martello1998/Class_09.2bp_80_6,62
martello1998/Class_09.2bp_80_7,59
martello1998/Class_09.2bp_80_8,58
martello1998/Class_09.2bp_80_9,49
martello1998/Class_09.2bp_80_10,60
martello1998/Class_09.2bp_100_1,71
martello1998/Class_09.2bp_100_2,64
martello1998/Class_09.2bp_100_3,68
martello1998/Class_09.2bp_100_4,78
martello1998/Class_09.2bp_100_5,65
martello1998/Class_09.2bp_100_6,71
martello1998/Class_09.2bp_100_7,66
martello1998/Class_09.2bp_100_8,73
martello1998/Class_09.2bp_100_9,65
martello1998/Class_09.2bp_100_10,72
martello1998/Class_10.2bp_20_1,6
martello1998/Class_10.2bp_20_2,3
martello1998/Class_10.2bp_20_3,4
martello1998/Class_10.2bp_20_4,4
martello1998/Class_10.2bp_20_5,4
martello1998/Class_10.2bp_20_6,4
martello1998/Class_10.2bp_20_7,5
martello1998/Class_10.2bp_20_8,3
martello1998/Class_10.2bp_20_9,5
martello1998/Class_10.2bp_20_10,3
martello1998/Class_10.2bp_40_1,8
martello1998/Class_10.2bp_40_2,8
martello1998/Class_10.2bp_40_3,9
martello1998/Class_10.2bp_40_4,6
martello1998/Class_10.2bp_40_5,6
martello1998/Class_10.2bp_40_6,6
martello1998/Class_10.2bp_40_7,7
martello1998/Class_10.2bp_40_8,7
martello1998/Class_10.2bp_40_9,7
martello1998/Class_10.2bp_40_10,8
martello1998/Class_10.2bp_60_1,11
martello1998/Class_10.2bp_60_2,12
martello1998/Class_10.2bp_60_3,11
martello1998/Class_10.2bp_60_4,8
martello1998/Class_10.2bp_60_5,8
martello1998/Class_10.2bp_60_6,12
martello1998/Class_10.2bp_60_7,10
martello1998/Class_10.2bp_60_8,10
martello1998/Class_10.2bp_60_9,9
martello1998/Class_10.2bp_60_10,8
martello1998/Class_10.2bp_80_1,13
martello1998/Class_10.2bp_80_2,10
martello1998/Class_10.2bp_80_3,11
martello1998/Class_10.2bp_80_4,14
martello1998/Class_10.2bp_80_5,14
martello1998/Class_10.2bp_80_6,13
martello1998/Class_10.2bp_80_7,14
martello1998/Class_10.2bp_80_8,10
martello1998/Class_10.2bp_80_9,12
martello1998/Class_10.2bp_80_10,14
martello1998/Class_10.2bp_100_1,14
martello1998/Class_10.2bp_100_2,15
martello1998/Class_10.2bp_100_3,16
martello1998/Class_10.2bp_100_4,17
martello1998/Class_10.2bp_100_5,17
martello1998/Class_10.2bp_100_6,13
martello1998/Class_10.2bp_100_7,14
martello1998/Class_10.2bp_100_8,18
martello1998/Class_10.2bp_100_9,16
martello1998/Class_10.2bp_100_10,15
