Path,Best known solution value
martello1998/Class_07.2bp_20_9,6
martello1998/Class_07.2bp_20_10,4
martello1998/Class_07.2bp_40_1,10
martello1998/Class_07.2bp_40_2,12
martello1998/Class_07.2bp_40_3,10
martello1998/Class_07.2bp_40_4,14
martello1998/Class_07.2bp_40_5,10
martello1998/Class_07.2bp_40_6,11
martello1998/Class_07.2bp_40_7,12
martello1998/Class_07.2bp_40_8,11
martello1998/Class_07.2bp_40_9,8
martello1998/Class_07.2bp_40_10,13
martello1998/Class_07.2bp_60_1,17
martello1998/Class_07.2bp_60_2,14
martello1998/Class_07.2bp_60_3,17
martello1998/Class_07.2bp_60_4,15
martello1998/Class_07.2bp_60_5,15
martello1998/Class_07.2bp_60_6,15
martello1998/Class_07.2bp_60_7,15
martello1998/Class_07.2bp_60_8,17
martello1998/Class_07.2bp_60_9,14
martello1998/Class_07.2bp_60_10,19
martello1998/Class_07.2bp_80_1,21
martello1998/Class_07.2bp_80_2,25
martello1998/Class_07.2bp_80_3,21
martello1998/Class_07.2bp_80_4,21
martello1998/Class_07.2bp_80_5,24
martello1998/Class_07.2bp_80_6,23
martello1998/Class_07.2bp_80_7,25
martello1998/Class_07.2bp_80_8,23
martello1998/Class_07.2bp_80_9,24
martello1998/Class_07.2bp_80_10,24
martello1998/Class_07.2bp_100_1,27
martello1998/Class_07.2bp_100_2,27
martello1998/Class_07.2bp_100_3,25
martello1998/Class_07.2bp_100_4,27
martello1998/Class_07.2bp_100_5,25
martello1998/Class_07.2bp_100_6,28
martello1998/Class_07.2bp_100_7,27
martello1998/Class_07.2bp_100_8,29
martello1998/Class_07.2bp_100_9,25
martello1998/Class_07.2bp_100_10,31
martello1998/Class_08.2bp_20_1,6
martello1998/Class_08.2bp_20_2,7
martello1998/Class_08.2bp_20_3,5
martello1998/Class_08.2bp_20_4,7
martello1998/Class_08.2bp_20_5,6
martello1998/Class_08.2bp_20_6,6
martello1998/Class_08.2bp_20_7,5
martello1998/Class_08.2bp_20_8,5
martello1998/Class_08.2bp_20_9,7
martello1998/Class_08.2bp_20_10,4
martello1998/Class_08.2bp_40_1,12
martello1998/Class_08.2bp_40_2,13
martello1998/Class_08.2bp_40_3,11
martello1998/Class_08.2bp_40_4,12
martello1998/Class_08.2bp_40_5,9
martello1998/Class_08.2bp_40_6,12
martello1998/Class_08.2bp_40_7,11
martello1998/Class_08.2bp_40_8,11
martello1998/Class_08.2bp_40_9,9
martello1998/Class_08.2bp_40_10,13
martello1998/Class_08.2bp_60_1,17
martello1998/Class_08.2bp_60_2,17
martello1998/Class_08.2bp_60_3,17
martello1998/Class_08.2bp_60_4,15
martello1998/Class_08.2bp_60_5,14
martello1998/Class_08.2bp_60_6,15
martello1998/Class_08.2bp_60_7,14
martello1998/Class_08.2bp_60_8,17
martello1998/Class_08.2bp_60_9,17
martello1998/Class_08.2bp_60_10,18
martello1998/Class_08.2bp_80_1,22
martello1998/Class_08.2bp_80_2,24
martello1998/Class_08.2bp_80_3,21
martello1998/Class_08.2bp_80_4,20
martello1998/Class_08.2bp_80_5,26
martello1998/Class_08.2bp_80_6,22
martello1998/Class_08.2bp_80_7,22
martello1998/Class_08.2bp_80_8,22
martello1998/Class_08.2bp_80_9,21
martello1998/Class_08.2bp_80_10,24
martello1998/Class_08.2bp_100_1,27
martello1998/Class_08.2bp_100_2,27
martello1998/Class_08.2bp_100_3,24
martello1998/Class_08.2bp_100_4,30
martello1998/Class_08.2bp_100_5,29
martello1998/Class_08.2bp_100_6,27
martello1998/Class_08.2bp_100_7,26
martello1998/Class_08.2bp_100_8,28
martello1998/Class_08.2bp_100_9,27
martello1998/Class_08.2bp_100_10,32
martello1998/Class_09.2bp_20_1,19
martello1998/Class_09.2bp_20_2,13
martello1998/Class_09.2bp_20_3,14
martello1998/Class_09.2bp_20_4,16
martello1998/Class_09.2bp_20_5,16
martello1998/Class_09.2bp_20_6,14
martello1998/Class_09.2bp_20_7,9
martello1998/Class_09.2bp_20_8,14
martello1998/Class_09.2bp_20_9,15
martello1998/Class_09.2bp_20_10,13
martello1998/Class_09.2bp_40_1,25
martello1998/Class_09.2bp_40_2,32
martello1998/Class_09.2bp_40_3,29
martello1998/Class_09.2bp_40_4,31
martello1998/Class_09.2bp_40_5,27
martello1998/Class_09.2bp_40_6,29
martello1998/Class_09.2bp_40_7,24
martello1998/Class_09.2bp_40_8,26
martello1998/Class_09.2bp_40_9,21
martello1998/Class_09.2bp_40_10,34
martello1998/Class_09.2bp_60_1,46
martello1998/Class_09.2bp_60_2,45
martello1998/Class_09.2bp_60_3,46
martello1998/Class_09.2bp_60_4,44
martello1998/Class_09.2bp_60_5,41
martello1998/Class_09.2bp_60_6,37
martello1998/Class_09.2bp_60_7,41
martello1998/Class_09.2bp_60_8,47
martello1998/Class_09.2bp_60_9,45
martello1998/Class_09.2bp_60_10,45
martello1998/Class_09.2bp_80_1,59
martello1998/Class_09.2bp_80_2,58
martello1998/Class_09.2bp_80_3,57
martello1998/Class_09.2bp_80_4,53
martello1998/Class_09.2bp_80_5,62
martello1998/Class_09.2bp_80_6,62
martello1998/Class_09.2bp_80_7,59
martello1998/Class_09.2bp_80_8,58
martello1998/Class_09.2bp_80_9,49
martello1998/Class_09.2bp_80_10,60
martello1998/Class_09.2bp_100_1,71
martello1998/Class_09.2bp_100_2,64
martello1998/Class_09.2bp_100_3,68
martello1998/Class_09.2bp_100_4,78
martello1998/Class_09.2bp_100_5,65
martello1998/Class_09.2bp_100_6,71
martello1998/Class_09.2bp_100_7,66
martello1998/Class_09.2bp_100_8,74
martello1998/Class_09.2bp_100_9,66
martello1998/Class_09.2bp_100_10,72
martello1998/Class_10.2bp_20_1,6
martello1998/Class_10.2bp_20_2,3
martello1998/Class_10.2bp_20_3,4
martello1998/Class_10.2bp_20_4,5
martello1998/Class_10.2bp_20_5,4
martello1998/Class_10.2bp_20_6,4
martello1998/Class_10.2bp_20_7,5
martello1998/Class_10.2bp_20_8,3
martello1998/Class_10.2bp_20_9,5
martello1998/Class_10.2bp_20_10,3
martello1998/Class_10.2bp_40_1,8
martello1998/Class_10.2bp_40_2,8
martello1998/Class_10.2bp_40_3,9
martello1998/Class_10.2bp_40_4,6
martello1998/Class_10.2bp_40_5,6
martello1998/Class_10.2bp_40_6,6
martello1998/Class_10.2bp_40_7,7
martello1998/Class_10.2bp_40_8,7
martello1998/Class_10.2bp_40_9,8
martello1998/Class_10.2bp_40_10,9
martello1998/Class_10.2bp_60_1,11
martello1998/Class_10.2bp_60_2,12
martello1998/Class_10.2bp_60_3,11
martello1998/Class_10.2bp_60_4,8
martello1998/Class_10.2bp_60_5,8
martello1998/Class_10.2bp_60_6,13
martello1998/Class_10.2bp_60_7,10
martello1998/Class_10.2bp_60_8,10
martello1998/Class_10.2bp_60_9,9
martello1998/Class_10.2bp_60_10,8
martello1998/Class_10.2bp_80_1,13
martello1998/Class_10.2bp_80_2,11
martello1998/Class_10.2bp_80_3,11
martello1998/Class_10.2bp_80_4,14
martello1998/Class_10.2bp_80_5,14
martello1998/Class_10.2bp_80_6,13
martello1998/Class_10.2bp_80_7,14
martello1998/Class_10.2bp_80_8,10
martello1998/Class_10.2bp_80_9,12
martello1998/Class_10.2bp_80_10,15
martello1998/Class_10.2bp_100_1,14
martello1998/Class_10.2bp_100_2,15
martello1998/Class_10.2bp_100_3,16
martello1998/Class_10.2bp_100_4,18
martello1998/Class_10.2bp_100_5,18
martello1998/Class_10.2bp_100_6,13
martello1998/Class_10.2bp_100_7,14
martello1998/Class_10.2bp_100_8,18
martello1998/Class_10.2bp_100_9,16
martello1998/Class_10.2bp_100_10,15
,
martello1998/Class_01.2bp_20,7.1
martello1998/Class_01.2bp_40,13.4
martello1998/Class_01.2bp_60,20
martello1998/Class_01.2bp_80,27.5
martello1998/Class_01.2bp_100,31.7
martello1998/Class_02.2bp_20,1
martello1998/Class_02.2bp_40,1.9
martello1998/Class_02.2bp_60,2.5
martello1998/Class_02.2bp_80,3.1
martello1998/Class_02.2bp_100,3.9
martello1998/Class_03.2bp_20,5.1
martello1998/Class_03.2bp_40,9.3
martello1998/Class_03.2bp_60,13.9
martello1998/Class_03.2bp_80,18.9
martello1998/Class_03.2bp_100,22.3
martello1998/Class_04.2bp_20,1
martello1998/Class_04.2bp_40,1.9
martello1998/Class_04.2bp_60,2.3
martello1998/Class_04.2bp_80,3.1
martello1998/Class_04.2bp_100,3.7
martello1998/Class_05.2bp_20,6.5
martello1998/Class_05.2bp_40,11.9
martello1998/Class_05.2bp_60,18
martello1998/Class_05.2bp_80,24.7
martello1998/Class_05.2bp_100,28.1
martello1998/Class_06.2bp_20,1
martello1998/Class_06.2bp_40,1.6
martello1998/Class_06.2bp_60,2.1
martello1998/Class_06.2bp_80,3
martello1998/Class_06.2bp_100,3.3
martello1998/Class_07.2bp_20,5.5
martello1998/Class_07.2bp_40,11.1
martello1998/Class_07.2bp_60,15.8
martello1998/Class_07.2bp_80,23.1
martello1998/Class_07.2bp_100,27.1
martello1998/Class_08.2bp_20,5.8
martello1998/Class_08.2bp_40,11.3
martello1998/Class_08.2bp_60,16.1
martello1998/Class_08.2bp_80,22.4
martello1998/Class_08.2bp_100,27.7
martello1998/Class_09.2bp_20,14.3
martello1998/Class_09.2bp_40,27.8
martello1998/Class_09.2bp_60,43.7
martello1998/Class_09.2bp_80,57.7
martello1998/Class_09.2bp_100,69.5
martello1998/Class_10.2bp_20,4.2
martello1998/Class_10.2bp_40,7.4
martello1998/Class_10.2bp_60,10
martello1998/Class_10.2bp_80,12.8
martello1998/Class_10.2bp_100,15.8
,
Total,7229
